ikj,1024,12,dynamic,16,3,0.046682,0.421875,46002.29,0.7531
ikj,1024,12,dynamic,16,4,0.041611,0.343750,51608.80,0.6884
ijk,1024,12,static,1,0,0.417280,3.968750,5146.38,0.7926
ijk,1024,12,static,1,1,0.480693,4.265625,4467.48,0.7395
ijk,1024,12,static,1,2,0.414413,4.359375,5182.00,0.8766
ijk,1024,12,static,1,3,0.432200,4.312500,4968.73,0.8315
ijk,1024,12,static,1,4,0.403408,4.203125,5323.35,0.8683
ikj,1024,12,static,1,0,0.054151,0.500000,39657.54,0.7695
ikj,1024,12,static,1,1,0.048486,0.421875,44290.80,0.7251
ikj,1024,12,static,1,2,0.051176,0.484375,41962.38,0.7887
ikj,1024,12,static,1,3,0.050177,0.500000,42798.42,0.8304
ikj,1024,12,static,1,4,0.045345,0.531250,47358.77,0.9763
ijk,1024,6,static,1,0,0.775657,4.531250,2768.60,0.9736
ijk,1024,6,static,1,1,0.802984,4.593750,2674.38,0.9535
ijk,1024,6,static,1,2,0.792257,4.453125,2710.59,0.9368
ijk,1024,6,static,1,3,0.735854,4.296875,2918.35,0.9732
ijk,1024,6,static,1,4,0.746891,4.265625,2875.23,0.9519
ikj,1024,6,static,1,0,0.077346,0.453125,27764.64,0.9764
ikj,1024,6,static,1,1,0.069761,0.453125,30783.31,1.0826
ikj,1024,6,static,1,2,0.068227,0.375000,31475.71,0.9161
ikj,1024,6,static,1,3,0.068581,0.390625,31313.10,0.9493
ikj,1024,6,static,1,4,0.065705,0.312500,32683.87,0.7927
ijk,1024,6,static,0,0,0.835501,4.796875,2570.29,0.9569
ijk,1024,6,static,0,1,0.813903,4.796875,2638.50,0.9823
ijk,1024,6,static,0,2,0.833546,4.750000,2576.32,0.9498
ijk,1024,6,static,0,3,0.780309,4.484375,2752.09,0.9578
ijk,1024,6,static,0,4,0.854862,4.625000,2512.08,0.9017
ikj,1024,6,static,0,0,0.054291,0.359375,39554.99,1.1032
ikj,1024,6,static,0,1,0.059605,0.296875,36028.58,0.8301
ikj,1024,6,static,0,2,0.056394,0.281250,38079.73,0.8312
ikj,1024,6,static,0,3,0.048525,0.281250,44255.20,0.9660
ikj,1024,6,static,0,4,0.057376,0.296875,37428.00,0.8624
ijk,1024,12,dynamic,64,0,0.675607,4.437500,3178.60,0.5473
ijk,1024,12,dynamic,64,1,0.715766,4.343750,3000.26,0.5057
ijk,1024,12,dynamic,64,2,0.613187,4.546875,3502.17,0.6179
ijk,1024,12,dynamic,64,3,0.621453,4.531250,3455.59,0.6076
ijk,1024,12,dynamic,64,4,0.613742,4.406250,3499.00,0.5983
ikj,1024,12,dynamic,64,0,0.043203,0.343750,49706.93,0.6631
ikj,1024,12,dynamic,64,1,0.044202,0.312500,48583.62,0.5892
ikj,1024,12,dynamic,64,2,0.042755,0.406250,50228.01,0.7918
ikj,1024,12,dynamic,64,3,0.050467,0.390625,42552.24,0.6450
ikj,1024,12,dynamic,64,4,0.047663,0.406250,45056.04,0.7103
ijk,1024,6,dynamic,16,0,0.858317,4.859375,2501.97,0.9436
ijk,1024,6,dynamic,16,1,0.861696,4.828125,2492.16,0.9338
ijk,1024,6,dynamic,16,2,0.916277,4.671875,2343.70,0.8498
ijk,1024,6,dynamic,16,3,0.880440,4.812500,2439.10,0.9110
ijk,1024,6,dynamic,16,4,0.856725,4.937500,2506.62,0.9605
ikj,1024,6,dynamic,16,0,0.034762,0.187500,61776.94,0.8990
ikj,1024,6,dynamic,16,1,0.036776,0.187500,58393.30,0.8497
ikj,1024,6,dynamic,16,2,0.041810,0.281250,51363.16,1.1211
ikj,1024,6,dynamic,16,3,0.043307,0.281250,49587.11,1.0824
ikj,1024,6,dynamic,16,4,0.041709,0.187500,51487.54,0.7492
ijk,1024,6,guided,16,0,0.827345,4.875000,2595.63,0.9821
ijk,1024,6,guided,16,1,0.817562,4.843750,2626.69,0.9874
ijk,1024,6,guided,16,2,0.820100,4.703125,2618.56,0.9558
ijk,1024,6,guided,16,3,0.788321,4.546875,2724.12,0.9613
ijk,1024,6,guided,16,4,0.786418,4.453125,2730.72,0.9438
ikj,1024,6,guided,16,0,0.048029,0.281250,44712.42,0.9760
ikj,1024,6,guided,16,1,0.050149,0.265625,42822.06,0.8828
ikj,1024,6,guided,16,2,0.044543,0.281250,48211.04,1.0523
ikj,1024,6,guided,16,3,0.051385,0.281250,41792.28,0.9122
ikj,1024,6,guided,16,4,0.050718,0.328125,42342.06,1.0783
ijk,1024,6,dynamic,1,0,0.836261,4.921875,2567.96,0.9809
ijk,1024,6,dynamic,1,1,0.836388,4.890625,2567.57,0.9746
ijk,1024,6,dynamic,1,2,0.822080,4.906250,2612.26,0.9947
ijk,1024,6,dynamic,1,3,0.822393,4.906250,2611.26,0.9943
ijk,1024,6,dynamic,1,4,0.825660,4.718750,2600.93,0.9525
ikj,1024,6,dynamic,1,0,0.065364,0.375000,32854.08,0.9562
ikj,1024,6,dynamic,1,1,0.064655,0.375000,33214.40,0.9667
ikj,1024,6,dynamic,1,2,0.063848,0.375000,33634.05,0.9789
ikj,1024,6,dynamic,1,3,0.062319,0.375000,34459.31,1.0029
ikj,1024,6,dynamic,1,4,0.064231,0.375000,33433.70,0.9730
ijk,1024,12,guided,16,0,0.433908,4.406250,4949.17,0.8462
ijk,1024,12,guided,16,1,0.491415,4.562500,4370.00,0.7737
ijk,1024,12,guided,16,2,0.446713,4.484375,4807.30,0.8365
ijk,1024,12,guided,16,3,0.496250,4.406250,4327.42,0.7399
ijk,1024,12,guided,16,4,0.433486,4.515625,4953.99,0.8681
ikj,1024,12,guided,16,0,0.043385,0.515625,49498.64,0.9904
